H00024 NP_003318.1 TNR4_HUMAN
H22349 NP_078951.2 PALB2_HUMAN
H22356 NP_006530.1 CCG3_HUMAN
H22373 NP_000409.1 IL4RA_HUMAN
H22387 NP_001035897.1 CLN3_HUMAN
H22388 NP_000077.1 CLN3_HUMAN
H22390 NP_663634.2 IL27A_HUMAN
H22391 NP_036517.1 NUPR1_HUMAN
H22392 NP_001035948.1 NUPR1_HUMAN
H22396 NP_803880.1 ST1A1_HUMAN
H22397 NP_001046.2 ST1A1_HUMAN
H22398 NP_803565.1 ST1A1_HUMAN
H22399 NP_803566.1 ST1A1_HUMAN
H22400 NP_803878.1 ST1A1_HUMAN
H22407 NP_663760.1 ATX2L_HUMAN
H22408 NP_680782.1 ATX2L_HUMAN
H22409 NP_680781.1 ATX2L_HUMAN
H22410 NP_680780.1 ATX2L_HUMAN
H22411 NP_009176.2 ATX2L_HUMAN
H22413 NP_001139267.1 SH2B1_HUMAN
H22414 NP_001139284.1 SH2B1_HUMAN
H22415 NP_056318.2 SH2B1_HUMAN
H22416 NP_001139268.1 SH2B1_HUMAN
H22417 NP_001139269.1 SH2B1_HUMAN
H22421 NP_001761.3 CD19_HUMAN
H22422 NP_001171569.1 CD19_HUMAN
H22448 NP_660282.2 PRRT2_HUMAN
H22507 NP_612456.1 ZN689_HUMAN
H22508 NP_076936.1 PRR14_HUMAN
H22512 NP_001165903.1 PHKG2_HUMAN
H22513 NP_000285.1 PHKG2_HUMAN
H22520 NP_001093254.2 FXL19_HUMAN
H22534 NP_076869.1 VKOR1_HUMAN
H22535 NP_996560.1 VKOR1_HUMAN
H22542 NP_004951.1 FUS_HUMAN
H22544 NP_001164105.1 FUS_HUMAN
H22549 NP_001139280.1 ITAM_HUMAN
H22550 NP_000623.2 ITAM_HUMAN
H22575 NP_060676.2 VPS35_HUMAN
H22584 NP_000284.1 KPBB_HUMAN
H22585 NP_001027005.1 KPBB_HUMAN
H22602 NP_037395.2 BRD7_HUMAN
H22603 NP_001167455.1 BRD7_HUMAN
H22604 NP_149110.1 NKD1_HUMAN
H22605 NP_001138444.1 SNX20_HUMAN
H22606 NP_699168.1 SNX20_HUMAN
H22607 NP_878274.1 SNX20_HUMAN
H22608 NP_071445.1 NOD2_HUMAN
H22609 NP_056062.1 CYLD_HUMAN
H22610 NP_001035814.1 CYLD_HUMAN
H22611 NP_001035877.1 CYLD_HUMAN
H22612 NP_002959.2 SALL1_HUMAN
H22613 NP_001121364.1 SALL1_HUMAN
H22616 NP_079410.4 CHD9_HUMAN
H22623 NP_001073901.1 FTO_HUMAN
H22628 NP_004521.1 MMP2_HUMAN
H22629 NP_001121363.1 MMP2_HUMAN
H22632 NP_001165975.1 SC6A2_HUMAN
H22633 NP_001034.1 SC6A2_HUMAN
H22634 NP_001165972.1 SC6A2_HUMAN
H22636 NP_001257.4 EST1_HUMAN
H22637 NP_001020365.1 EST1_HUMAN
H22638 NP_001020366.1 EST1_HUMAN
H22647 NP_114091.3 BBS2_HUMAN
H22649 NP_005945.1 MT3_HUMAN
H22650 NP_005944.1 MT2_HUMAN
H22660 NP_000330.2 S12A3_HUMAN
H22661 NP_001119579.1 S12A3_HUMAN
H22662 NP_001119580.1 S12A3_HUMAN
H22663 NP_055500.1 HERP1_HUMAN
H22664 NP_001010989.1 HERP1_HUMAN
H22666 NP_000069.2 CETP_HUMAN
H22674 NP_002987.1 X3CL1_HUMAN
H22682 NP_005673.3 GPR56_HUMAN
H22683 NP_958932.1 GPR56_HUMAN
H22684 NP_958933.1 GPR56_HUMAN
H22685 NP_001139242.1 GPR56_HUMAN
H22686 NP_001139243.1 GPR56_HUMAN
H22687 NP_001139244.1 GPR56_HUMAN
H22688 NP_001139245.1 GPR56_HUMAN
H22689 NP_001139246.1 GPR56_HUMAN
H22696 NP_001288.3 CNGB1_HUMAN
H22697 NP_001129111.1 CNGB1_HUMAN
H22701 NP_078874.2 USB1_HUMAN
H22722 NP_001787.2 CADH8_HUMAN
H22771 NP_074036.1 PEBB_HUMAN
H22772 NP_001746.1 PEBB_HUMAN
H22777 NP_001529.2 HSF4_HUMAN
H22778 NP_001035757.1 HSF4_HUMAN
H22784 NP_001941.2 E2F4_HUMAN
H22802 NP_000187.3 DHI2_HUMAN
H22804 NP_001129.1 AGRP_HUMAN
H22815 NP_058644.1 PAR6A_HUMAN
H22816 NP_001032358.1 PAR6A_HUMAN
H22830 NP_000220.1 LCAT_HUMAN
H22854 NP_001784.2 CADH3_HUMAN
H22855 NP_004351.1 CADH1_HUMAN
H22865 NP_115758.3 COG8_HUMAN
H22875 NP_000894.1 NQO1_HUMAN
H22876 NP_001020604.1 NQO1_HUMAN
H22877 NP_001020605.1 NQO1_HUMAN
H22888 NP_001596.2 SYAC_HUMAN
H22895 NP_056201.2 COG4_HUMAN
H22912 NP_000344.1 ATTY_HUMAN
H22923 NP_005134.1 HPT_HUMAN
H22924 NP_001119574.1 HPT_HUMAN
H22932 NP_008816.3 ZFHX3_HUMAN
H22933 NP_001158238.1 ZFHX3_HUMAN
H22945 NP_077282.3 FA2H_HUMAN
H22971 NP_005539.1 SYK_HUMAN
H22972 NP_001123561.1 SYK_HUMAN
H22982 NP_057457.1 WWOX_HUMAN
H22983 NP_570607.1 WWOX_HUMAN
H22984 NP_570859.1 WWOX_HUMAN
H22985 NP_005351.2 MAF_HUMAN
H22986 NP_001026974.1 MAF_HUMAN
H22997 NP_004474.2 GCSH_HUMAN
H23000 NP_059125.2 BCDO1_HUMAN
H23001 NP_071324.1 GAN_HUMAN
H23028 NP_065998.3 TLDC1_HUMAN
H23029 NP_066972.1 COTL1_HUMAN
H23045 NP_002154.1 IRF8_HUMAN
H23052 NP_005242.1 FOXC2_HUMAN
H23077 NP_000092.2 CY24A_HUMAN
H23089 NP_000503.1 GALNS_HUMAN
H23096 NP_004924.1 CAD15_HUMAN
H23101 NP_003110.1 SPG7_HUMAN
H23102 NP_955399.1 SPG7_HUMAN
H23112 NP_443714.3 CDK10_HUMAN
H23113 NP_443713.2 CDK10_HUMAN
H23114 NP_001092003.2 CDK10_HUMAN
H23115 NP_001153839.1 CDK10_HUMAN
H23120 NP_000126.2 FANCA_HUMAN
H23121 NP_001018122.1 FANCA_HUMAN
H23124 NP_002377.4 MSHR_HUMAN
H23173 NP_006436.3 PRP8_HUMAN
H23179 NP_000925.2 A2AP_HUMAN
H23180 NP_001159392.1 A2AP_HUMAN
H23181 NP_001159393.1 A2AP_HUMAN
H23182 NP_002606.3 PEDF_HUMAN
H23184 NP_002936.1 RFA1_HUMAN
H23190 NP_060045.4 EST1A_HUMAN
H23192 NP_068766.1 SRR_HUMAN
H23194 NP_055668.2 SGSM2_HUMAN
H23195 NP_001091979.1 SGSM2_HUMAN
H23198 NP_000421.1 LIS1_HUMAN
H23219 NP_001121557.1 ACY2_HUMAN
H23220 NP_000040.1 ACY2_HUMAN
H23266 NP_004304.1 ARRB2_HUMAN
H23267 NP_945355.1 ARRB2_HUMAN
H23269 NP_071342.2 CXL16_HUMAN
H23270 NP_001094282.1 CXL16_HUMAN
H23280 NP_002654.3 PLD2_HUMAN
H23281 NP_056531.1 MINK1_HUMAN
H23282 NP_001020108.1 MINK1_HUMAN
H23283 NP_722549.2 MINK1_HUMAN
H23284 NP_733763.1 MINK1_HUMAN
H23285 NP_000071.1 ACHE_HUMAN
H23327 NP_001028225.1 NALP1_HUMAN
H23328 NP_127499.1 NALP1_HUMAN
H23329 NP_127497.1 NALP1_HUMAN
H23330 NP_127500.1 NALP1_HUMAN
H23331 NP_055737.1 NALP1_HUMAN
H23333 NP_055151.3 AIPL1_HUMAN
H23334 NP_001028226.1 AIPL1_HUMAN
H23335 NP_001028227.1 AIPL1_HUMAN
H23337 NP_112497.2 PITM3_HUMAN
H23349 NP_000688.2 LOX12_HUMAN
H23364 NP_001356.1 DLG4_HUMAN
H23365 NP_001122299.1 DLG4_HUMAN
H23366 NP_000009.1 ACADV_HUMAN
H23367 NP_001029031.1 ACADV_HUMAN
H23369 NP_077273.2 PHF23_HUMAN
H23370 NP_009209.1 GBRAP_HUMAN
H23380 NP_001033.1 GTR4_HUMAN
H23401 NP_000738.2 ACHB_HUMAN
H23406 NP_742086.1 TNF12_HUMAN
H23407 NP_003800.1 TNF12_HUMAN
H23408 NP_742085.1 TNF13_HUMAN
H23409 NP_003799.1 TNF13_HUMAN
H23410 NP_742084.1 TNF13_HUMAN
H23415 NP_004861.2 MPU1_HUMAN
H23416 NP_008873.1 SOX15_HUMAN
H23424 NP_000537.3 P53_HUMAN
H23425 NP_001119584.1 P53_HUMAN
H23426 NP_001119587.1 P53_HUMAN
H23427 NP_001119585.1 P53_HUMAN
H23428 NP_001119589.1 P53_HUMAN
H23429 NP_001119586.1 P53_HUMAN
H23430 NP_001119588.1 P53_HUMAN
H23450 NP_000171.1 GUC2D_HUMAN
H23454 NP_001130.1 LX12B_HUMAN
H23459 NP_002607.2 PER1_HUMAN
H23496 NP_958839.1 GAS7_HUMAN
H23497 NP_958836.1 GAS7_HUMAN
H23498 NP_001124303.1 GAS7_HUMAN
H23499 NP_003635.2 GAS7_HUMAN
H23504 NP_001093582.1 MYH2_HUMAN
H23505 NP_060004.3 MYH2_HUMAN
H23507 NP_004580.1 SCO1_HUMAN
H23522 NP_060597.4 RNZ2_HUMAN
H23523 NP_001159434.1 RNZ2_HUMAN
H23524 NP_776065.1 RNZ2_HUMAN
H23529 NP_000295.1 PMP22_HUMAN
H23530 NP_696996.1 PMP22_HUMAN
H23531 NP_696997.1 PMP22_HUMAN
H23558 NP_036584.1 TR13B_HUMAN
H23562 NP_659434.2 FLCN_HUMAN
H23563 NP_653207.1 FLCN_HUMAN
H23568 NP_680477.1 PEMT_HUMAN
H23569 NP_680478.1 PEMT_HUMAN
H23570 NP_009100.2 PEMT_HUMAN
H23571 NP_109590.3 RAI1_HUMAN
H23572 NP_001005291.1 SRBP1_HUMAN
H23573 NP_004167.3 SRBP1_HUMAN
H23587 NP_002009.1 FLII_HUMAN
H23593 NP_004160.3 GLYC_HUMAN
H23594 NP_683718.1 GLYC_HUMAN
H23618 NP_002395.1 MFAP4_HUMAN
H23621 NP_000373.1 AL3A2_HUMAN
H23622 NP_001026976.1 AL3A2_HUMAN
H23625 NP_000682.3 AL3A1_HUMAN
H23626 NP_001128639.1 AL3A1_HUMAN
H23627 NP_001128640.1 AL3A1_HUMAN
H23630 NP_009133.2 AKA10_HUMAN
H23631 NP_001028725.1 CYTSB_HUMAN
H23632 NP_690868.3 CYTSB_HUMAN
H23633 NP_001028727.1 CYTSB_HUMAN
H23634 NP_001028726.1 CYTSB_HUMAN
H23642 NP_659731.1 MP2K3_HUMAN
H23643 NP_002747.2 MP2K3_HUMAN
H23652 NP_000616.3 NOS2_HUMAN
H23657 NP_066960.1 BACD2_HUMAN
H23668 NP_005139.1 U119A_HUMAN
H23669 NP_473376.1 U119A_HUMAN
H23714 NP_001036.1 SC6A4_HUMAN
H23730 NP_000258.1 NF1_HUMAN
H23731 NP_001035957.1 NF1_HUMAN
H23732 NP_001121619.1 NF1_HUMAN
H23740 NP_056170.2 SUZ12_HUMAN
H23757 NP_001085.2 ASIC2_HUMAN
H23758 NP_899233.1 ASIC2_HUMAN
H23759 NP_002973.1 CCL2_HUMAN
H23760 NP_006264.2 CCL7_HUMAN
H23761 NP_002977.1 CCL11_HUMAN
H23764 NP_002972.1 CCL1_HUMAN
H23775 NP_001136043.1 RA51D_HUMAN
H23776 NP_002869.3 RA51D_HUMAN
H23777 NP_598332.1 RA51D_HUMAN
H23794 NP_000277.1 PEX12_HUMAN
H23805 NP_002976.2 CCL5_HUMAN
H23842 NP_942131.1 ACACA_HUMAN
H23843 NP_942133.1 ACACA_HUMAN
H23844 NP_942136.1 ACACA_HUMAN
H23845 NP_942134.1 ACACA_HUMAN
H23846 NP_942135.1 ACACA_HUMAN
H23861 NP_000449.1 HNF1B_HUMAN
H23862 NP_001159395.1 HNF1B_HUMAN
H23872 NP_005928.2 AF17_HUMAN
H23895 NP_115568.2 PPR1B_HUMAN
H23896 NP_852606.1 PPR1B_HUMAN
H23900 NP_003664.1 TELT_HUMAN
H23901 NP_002677.1 PNMT_HUMAN
H23903 NP_004439.2 ERBB2_HUMAN
H23908 NP_036613.2 IKZF3_HUMAN
H23909 NP_899051.1 IKZF3_HUMAN
H23910 NP_899052.1 IKZF3_HUMAN
H23911 NP_899053.1 IKZF3_HUMAN
H23912 NP_899054.1 IKZF3_HUMAN
H23913 NP_899055.1 IKZF3_HUMAN
H23920 NP_644809.1 ORML3_HUMAN
H23925 NP_000750.1 CSF3_HUMAN
H23926 NP_757373.1 CSF3_HUMAN
H23927 NP_757374.2 CSF3_HUMAN
H23928 NP_001171618.1 CSF3_HUMAN
H23931 NP_003241.2 THA_HUMAN
H23932 NP_001177847.1 THA_HUMAN
H23933 NP_001177848.1 THA_HUMAN
H23934 NP_955366.1 THA_HUMAN
H23941 NP_001138773.1 RARA_HUMAN
H23942 NP_001138774.1 RARA_HUMAN
H23943 NP_000955.1 RARA_HUMAN
H23944 NP_001019980.1 RARA_HUMAN
H23950 NP_001829.1 CCR7_HUMAN
H23951 NP_003070.3 SMCE1_HUMAN
H23958 NP_000412.3 K1C10_HUMAN
H23962 NP_056330.3 K1C23_HUMAN
H24005 NP_705694.2 K1C13_HUMAN
H24006 NP_002265.2 K1C13_HUMAN
H24009 NP_000217.2 K1C9_HUMAN
H24010 NP_000517.2 K1C14_HUMAN
H24011 NP_005548.2 K1C16_HUMAN
H24012 NP_000413.1 K1C17_HUMAN
H24018 NP_068831.1 PLAK_HUMAN
H24019 NP_002221.1 PLAK_HUMAN
H24021 NP_068758.3 FKB10_HUMAN
H24045 NP_001515.1 OREX_HUMAN
H24049 NP_036580.2 STA5B_HUMAN
H24051 NP_644805.1 STAT3_HUMAN
H24052 NP_003141.2 STAT3_HUMAN
H24053 NP_998827.1 STAT3_HUMAN
H24054 NP_036364.2 PTRF_HUMAN
H24058 NP_000254.2 ANAG_HUMAN
H24059 NP_000404.2 DHB1_HUMAN
H24080 NP_115763.2 WNK4_HUMAN
H24099 NP_009231.2 BRCA1_HUMAN
H24100 NP_009229.2 BRCA1_HUMAN
H24101 NP_009225.1 BRCA1_HUMAN
H24102 NP_009228.2 BRCA1_HUMAN
H24103 NP_009230.2 BRCA1_HUMAN
H24115 NP_079513.1 SOST_HUMAN
H24125 NP_004151.3 PYY_HUMAN
H24144 NP_000333.1 B3AT_HUMAN
H24150 NP_002078.1 GRN_HUMAN
H24152 NP_000410.2 ITA2B_HUMAN
H24169 NP_002046.1 GFAP_HUMAN
H24170 NP_001124491.1 GFAP_HUMAN
H24190 NP_055613.1 PKHM1_HUMAN
H24191 NP_004373.2 CRFR1_HUMAN
H24192 NP_001138618.1 CRFR1_HUMAN
H24193 NP_001138619.1 CRFR1_HUMAN
H24194 NP_001138620.1 CRFR1_HUMAN
H24211 NP_006169.2 NSF_HUMAN
H24212 NP_110380.1 WNT3_HUMAN
H24215 NP_473363.1 GOSR2_HUMAN
H24216 NP_004278.2 GOSR2_HUMAN
H24217 NP_001012529.1 GOSR2_HUMAN
H24226 NP_002256.2 IMB1_HUMAN
H24227 NP_055541.1 TBKB1_HUMAN
H24228 NP_037483.1 TBX21_HUMAN
H24264 NP_075567.2 UBE2Z_HUMAN
H24277 NP_055712.1 ZN652_HUMAN
H24278 NP_001138837.1 ZN652_HUMAN
H24298 NP_005211.1 DLX3_HUMAN
H24304 NP_000014.1 SGCA_HUMAN
H24305 NP_001129169.1 SGCA_HUMAN
H24306 NP_000079.2 CO1A1_HUMAN
H24345 NP_937818.1 NDKA_HUMAN
H24347 NP_000260.1 NDKA_HUMAN
H24364 NP_002117.1 HLF_HUMAN
H24371 NP_005441.1 NOGG_HUMAN
H24379 NP_620412.1 MSI2H_HUMAN
H24380 NP_733839.1 MSI2H_HUMAN
H24390 NP_001159399.1 MKS1_HUMAN
H24391 NP_060247.2 MKS1_HUMAN
H24394 NP_000241.1 PERM_HUMAN
H24407 NP_478123.1 RA51C_HUMAN
H24408 NP_002867.1 RA51C_HUMAN
H24410 NP_001005207.1 TRI37_HUMAN
H24411 NP_056109.1 TRI37_HUMAN
H24435 NP_000708.1 CAH4_HUMAN
H24442 NP_005985.3 TBX2_HUMAN
H24444 NP_060958.2 TBX4_HUMAN
H24446 NP_114432.2 FANCJ_HUMAN
H24461 NP_000780.1 ACE_HUMAN
H24462 NP_690043.1 ACE_HUMAN
H24463 NP_001171528.1 ACE_HUMAN
H24467 NP_057444.2 TACO1_HUMAN
H24483 NP_066271.1 CSH_HUMAN
H24486 NP_072052.1 SOM2_HUMAN
H24487 NP_002050.1 SOM2_HUMAN
H24488 NP_072050.1 SOM2_HUMAN
H24489 NP_072051.1 SOM2_HUMAN
H24490 NP_001308.1 CSH_HUMAN
H24497 NP_000506.2 SOMA_HUMAN
H24498 NP_072053.1 SOMA_HUMAN
H24499 NP_072054.1 SOMA_HUMAN
H24502 NP_000617.1 CD79B_HUMAN
H24503 NP_067613.1 CD79B_HUMAN
H24504 NP_001035022.1 CD79B_HUMAN
H24505 NP_000325.4 SCN4A_HUMAN
H24519 NP_009146.2 DPOG2_HUMAN
H24520 NP_004387.1 DDX5_HUMAN
H24528 NP_004646.3 AXIN2_HUMAN
H24531 NP_000033.2 APOH_HUMAN
H24532 NP_002728.1 KPCA_HUMAN
H24558 NP_002725.1 KAP0_HUMAN
H24559 NP_997636.1 KAP0_HUMAN
H24560 NP_997637.1 KAP0_HUMAN
H24573 NP_000337.1 SOX9_HUMAN
H24576 NP_001041.1 SSR2_HUMAN
H24577 NP_061184.1 COG1_HUMAN
H24608 NP_004243.1 NHRF1_HUMAN
H24615 NP_775748.2 USH1G_HUMAN
H24657 NP_001005619.1 ITB4_HUMAN
H24658 NP_001005731.1 ITB4_HUMAN
H24659 NP_000204.3 ITB4_HUMAN
H24660 NP_000145.1 GALK1_HUMAN
H24664 NP_954712.1 UN13D_HUMAN
H24670 NP_009223.2 ACOX1_HUMAN
H24671 NP_004026.2 ACOX1_HUMAN
H24672 NP_001171968.1 ACOX1_HUMAN
H24684 NP_001445.2 FOXJ1_HUMAN
H24694 NP_001160051.1 SNAT_HUMAN
H24695 NP_001079.1 SNAT_HUMAN
H24717 NP_001106963.1 SEPT9_HUMAN
H24718 NP_006631.2 SEPT9_HUMAN
H24719 NP_001106965.1 SEPT9_HUMAN
H24720 NP_001106964.1 SEPT9_HUMAN
H24721 NP_001106966.1 SEPT9_HUMAN
H24723 NP_001106967.1 SEPT9_HUMAN
H24724 NP_001106968.1 SEPT9_HUMAN
H24747 NP_003246.1 TIMP2_HUMAN
H24758 NP_005180.1 CBX2_HUMAN
H24759 NP_116036.1 CBX2_HUMAN
H24763 NP_060420.2 CCD40_HUMAN
H24764 NP_000143.2 LYAG_HUMAN
H24765 NP_001073271.1 LYAG_HUMAN
H24766 NP_001073272.1 LYAG_HUMAN
H24770 NP_000190.1 SPHM_HUMAN
H24776 NP_066005.2 RN213_HUMAN
H24807 NP_002593.1 CNRG_HUMAN
H24814 NP_000151.1 GLR_HUMAN
H24836 NP_722546.1 P5CR1_HUMAN
H24837 NP_008838.2 P5CR1_HUMAN
H24840 NP_076988.1 ASPC1_HUMAN
H24854 NP_001884.2 KC1D_HUMAN
H24855 NP_620693.1 KC1D_HUMAN
H24860 NP_061822.1 UR2R_HUMAN
H24913 NP_775299.1 TGIF1_HUMAN
H24914 NP_003235.1 TGIF1_HUMAN
H24915 NP_775300.1 TGIF1_HUMAN
H24916 NP_733796.2 TGIF1_HUMAN
H24917 NP_775301.1 TGIF1_HUMAN
H24918 NP_775302.1 TGIF1_HUMAN
H24919 NP_775303.1 TGIF1_HUMAN
H24920 NP_777480.1 TGIF1_HUMAN
H24931 NP_005550.2 LAMA1_HUMAN
H24937 NP_066552.2 NDUV2_HUMAN
H24949 NP_694545.1 APCD1_HUMAN
H24950 NP_003817.1 SNAG_HUMAN
H24958 NP_055029.1 IMPA2_HUMAN
H24961 NP_001270.1 CIDEA_HUMAN
H24963 NP_006787.2 AFG32_HUMAN
H24970 NP_064617.2 PSMG2_HUMAN
H24971 NP_536347.1 PTN2_HUMAN
H24972 NP_536348.1 PTN2_HUMAN
H24987 NP_000520.1 ACTHR_HUMAN
H25000 NP_976037.1 COM1_HUMAN
H25001 NP_002885.1 COM1_HUMAN
H25002 NP_976036.1 COM1_HUMAN
H25008 NP_000262.2 NPC1_HUMAN
H25010 NP_001121189.1 LAMA3_HUMAN
H25011 NP_937762.1 LAMA3_HUMAN
H25012 NP_000218.2 LAMA3_HUMAN
H25013 NP_001121190.1 LAMA3_HUMAN
H25029 NP_056276.1 ZN521_HUMAN
H25030 NP_005628.2 SSXT_HUMAN
H25031 NP_001007560.1 SSXT_HUMAN
H25036 NP_001136202.1 KCTD1_HUMAN
H25037 NP_945342.1 KCTD1_HUMAN
H25038 NP_001129677.1 KCTD1_HUMAN
H25045 NP_077740.1 DSC2_HUMAN
H25046 NP_004940.1 DSC2_HUMAN
H25049 NP_001933.2 DSG1_HUMAN
H25052 NP_001935.2 DSG3_HUMAN
H25053 NP_001934.2 DSG2_HUMAN
H25070 NP_001381.2 DTNA_HUMAN
H25071 NP_116757.2 DTNA_HUMAN
H25072 NP_116761.2 DTNA_HUMAN
H25073 NP_116760.2 DTNA_HUMAN
H25074 NP_001382.2 DTNA_HUMAN
H25075 NP_001121647.1 DTNA_HUMAN
H25076 NP_001383.2 DTNA_HUMAN
H25077 NP_116762.2 DTNA_HUMAN
H25078 NP_116763.1 DTNA_HUMAN
H25104 NP_002638.2 PK3C3_HUMAN
H25105 NP_002921.1 RIT2_HUMAN
H25109 NP_009094.3 UT2_HUMAN
H25144 NP_005895.1 SMAD7_HUMAN
H25145 NP_001177750.1 SMAD7_HUMAN
H25146 NP_001177751.1 SMAD7_HUMAN
H25147 NP_001177752.1 SMAD7_HUMAN
H25152 NP_006024.1 LIPE_HUMAN
H25173 NP_005350.1 SMAD4_HUMAN
H25193 NP_001012533.1 HEMH_HUMAN
H25194 NP_000131.2 HEMH_HUMAN
H25196 NP_005594.1 AT8B1_HUMAN
H25208 NP_006776.1 MALT1_HUMAN
H25209 NP_776216.1 MALT1_HUMAN
H25217 NP_005561.1 LMAN1_HUMAN
H25220 NP_005903.2 MC4R_HUMAN
H25226 NP_003830.1 TNR11_HUMAN
H25232 NP_002026.1 KDSR_HUMAN
H25258 NP_006557.2 CD226_HUMAN
H25261 NP_872317.1 CBLN2_HUMAN
H25265 NP_001136430.1 FBX15_HUMAN
H25266 NP_689889.1 FBX15_HUMAN
H25275 NP_116038.4 CNDP1_HUMAN
H25282 NP_055458.1 ZN516_HUMAN
H25284 NP_001020272.1 MBP_HUMAN
H25285 NP_001020261.1 MBP_HUMAN
H25286 NP_001020252.1 MBP_HUMAN
H25287 NP_001020263.1 MBP_HUMAN
H25288 NP_002376.1 MBP_HUMAN
H25289 NP_001020271.1 MBP_HUMAN
H25301 NP_004706.3 CTDP1_HUMAN
H25302 NP_430255.2 CTDP1_HUMAN
H25332 NP_001185.3 HCN2_HUMAN
H25336 NP_005851.1 FSTL3_HUMAN
H25348 NP_001963.1 ELNE_HUMAN
H25349 NP_001919.2 CFAD_HUMAN
H25352 NP_115940.2 KISSR_HUMAN
H25368 NP_000446.1 STK11_HUMAN
H25378 NP_077718.3 NDUS7_HUMAN
H25405 NP_001310.3 KC1G2_HUMAN
H25417 NP_000470.2 MIS_HUMAN
H25469 NP_963998.2 TA2R_HUMAN
H25470 NP_001051.1 TA2R_HUMAN
H25477 NP_116142.1 RAX2_HUMAN
H25483 NP_149053.1 ATCAY_HUMAN
H25519 NP_061178.1 FEM1A_HUMAN
H25570 NP_005925.2 ENL_HUMAN
H25585 NP_742011.2 TNF14_HUMAN
H25586 NP_003798.2 TNF14_HUMAN
H25587 NP_000055.2 CO3_HUMAN
H25602 NP_000199.2 INSR_HUMAN
H25603 NP_001073285.1 INSR_HUMAN
H25610 NP_065394.1 MCLN1_HUMAN
H25611 NP_006693.3 PLPL6_HUMAN
H25612 NP_001159583.1 PLPL6_HUMAN
H25613 NP_001159584.1 PLPL6_HUMAN
H25614 NP_001159585.1 PLPL6_HUMAN
H25615 NP_001159586.1 PLPL6_HUMAN
H25621 NP_008880.2 STXB2_HUMAN
H25622 NP_001120868.1 STXB2_HUMAN
H25623 NP_065148.1 RETN_HUMAN
H25624 NP_001180303.1 RETN_HUMAN
H25631 NP_066978.1 CD209_HUMAN
H25632 NP_001138365.1 CD209_HUMAN
H25633 NP_001138366.1 CD209_HUMAN
H25634 NP_001138367.1 CD209_HUMAN
H25635 NP_001138368.1 CD209_HUMAN
H25636 NP_001138369.1 CD209_HUMAN
H25639 NP_001138377.1 CLC4M_HUMAN
H25640 NP_001138378.1 CLC4M_HUMAN
H25641 NP_055072.3 CLC4M_HUMAN
H25642 NP_001138379.1 CLC4M_HUMAN
H25643 NP_001138381.1 CLC4M_HUMAN
H25644 NP_001138382.1 CLC4M_HUMAN
H25645 NP_001138380.1 CLC4M_HUMAN
H25646 NP_001138383.1 CLC4M_HUMAN
H25692 NP_940937.1 ZN699_HUMAN
H25712 NP_077268.1 UBL5_HUMAN
H25713 NP_001041706.1 UBL5_HUMAN
H25714 NP_006212.1 PIN1_HUMAN
H25715 NP_477512.1 NOE2_HUMAN
H25722 NP_002557.2 P2Y11_HUMAN
H25724 NP_001370.1 DNMT1_HUMAN
H25725 NP_001124295.1 DNMT1_HUMAN
H25730 NP_000192.2 ICAM1_HUMAN
H25738 NP_002153.2 ICAM3_HUMAN
H25739 NP_003322.3 TYK2_HUMAN
H25762 NP_001177645.1 DYN2_HUMAN
H25763 NP_004936.2 DYN2_HUMAN
H25764 NP_001005362.1 DYN2_HUMAN
H25765 NP_001005361.1 DYN2_HUMAN
H25766 NP_001005360.1 DYN2_HUMAN
H25772 NP_003063.2 SMCA4_HUMAN
H25773 NP_001122316.1 SMCA4_HUMAN
H25774 NP_001122317.1 SMCA4_HUMAN
H25775 NP_001122318.1 SMCA4_HUMAN
H25776 NP_001122319.1 SMCA4_HUMAN
H25777 NP_001122320.1 SMCA4_HUMAN
H25779 NP_000518.1 LDLR_HUMAN
H25794 NP_000112.1 EPOR_HUMAN
H25798 NP_002734.2 GLU2B_HUMAN
H25799 NP_001001329.1 GLU2B_HUMAN
H25838 NP_000519.2 MA2B1_HUMAN
H25839 NP_001166969.1 MA2B1_HUMAN
H25863 NP_001366.1 DNS2A_HUMAN
H25864 NP_006554.1 KLF1_HUMAN
H25865 NP_039663.1 GCDH_HUMAN
H25866 NP_000150.1 GCDH_HUMAN
H25881 NP_075461.2 CAC1A_HUMAN
H25882 NP_001120694.1 CAC1A_HUMAN
H25883 NP_000059.3 CAC1A_HUMAN
H25884 NP_001120693.1 CAC1A_HUMAN
H25885 NP_001167551.1 CAC1A_HUMAN
H25893 NP_060191.3 C2D1A_HUMAN
H25925 NP_612510.1 TECR_HUMAN
H25949 NP_000426.2 NOTC3_HUMAN
H25969 NP_001073.3 CP4F2_HUMAN
H25997 NP_004136.2 MYO9B_HUMAN
H26003 NP_054892.2 BABA1_HUMAN
H26004 NP_001028721.1 BABA1_HUMAN
H26024 NP_001073890.2 UN13A_HUMAN
H26031 NP_005534.2 INSL3_HUMAN
H26040 NP_005526.1 I12R1_HUMAN
H26041 NP_714912.1 I12R1_HUMAN
H26063 NP_006523.1 ELL_HUMAN
H26077 NP_000086.2 COMP_HUMAN
H26099 NP_003712.1 RFXK_HUMAN
H26100 NP_604389.1 RFXK_HUMAN
H26109 NP_057049.5 NDUAD_HUMAN
H26115 NP_057657.2 GMIP_HUMAN
H26167 NP_001026896.2 CS012_HUMAN
